Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location,Total_Value
MED3723,Vitamin C,Tablet,254.0,408.79,Healthcare Distributors,2028-09-22,16-01-2025,33.0,Yes,110.0,Cold Storage,103832.66
MED3724,Metfromin,Syrup,215.0,277.38,Wellness Pharma,2028-10-19,21-03-2025,99.0,No,240.0,Rack C,59636.7
MED3725,Vitamin C,Capsule,248.0,48.71,Apollo Meds,2027-05-25,21-11-2025,76.0,Yes,219.0,Rack A,12080.08
MED3726,Dolo 663,Syrup,399.0,430.76,Medisupply Co.,2026-06-23,25-08-2025,15.0,No,79.0,Rack C,171873.24
MED3727,Insulin,Capsule,372.0,457.57,Caremed Pvt Ltd,2029-04-27,03-02-2025,49.0,Yes,37.0,Rack B,170216.04
MED3728,Paracetamol,Injection,96.0,438.17,Healthcare Distributors,2027-01-21,18-12-2025,96.0,Yes,228.0,Rack B,42064.32
MED3729,Metfromin,Injection,164.0,258.39,Wellness Pharma,2029-08-26,27-05-2025,64.0,No,88.0,Rack A,42375.96
MED3730,Amoxicillin,Tablet,317.0,28.63,Apollo Meds,2028-07-11,24-10-2025,54.0,Yes,96.0,Shelf 1,9075.71
MED3731,Ibuprofen,Syrup,449.0,465.08,Caremed Pvt Ltd,2026-09-25,31-10-2025,66.0,No,10.0,Rack C,208820.91999999998
MED3732,Azithromycin,Capsule,380.0,447.86,Caremed Pvt Ltd,2028-07-04,21-09-2025,79.0,No,250.0,Rack B,170186.80000000002
MED3733,Ibuprofen,Syrup,421.0,393.89,Caremed Pvt Ltd,2026-12-04,22-03-2025,56.0,Yes,274.0,Cold Storage,165827.69
MED3734,Vitamin C,Capsule,266.0,150.14,Apollo Meds,2029-04-10,02-10-2025,62.0,Yes,121.0,Rack B,39937.24
MED3735,Cetirizine,Tablet,78.0,211.05,Healthcare Distributors,2029-01-05,22-11-2025,100.0,Yes,86.0,Shelf 2,16461.9
MED3736,Azithromycin,Injection,293.0,299.54,Wellness Pharma,2027-01-06,03-10-2025,69.0,Yes,53.0,Shelf 2,87765.22
MED3737,Cetirizine,Capsule,51.0,497.0,Medisupply Co.,2027-04-05,08-01-2025,26.0,Yes,172.0,Rack A,25347.0
MED3738,Paracetamol,Tablet,218.0,59.62,Caremed Pvt Ltd,2027-05-25,09-08-2025,51.0,No,140.0,Rack C,12997.16
MED3739,Omeprazole,Capsule,66.0,408.67,Pharmaplus,2027-05-10,19-03-2025,66.0,No,172.0,Rack A,26972.22
MED3740,Insulin,Syrup,436.0,255.59,Apollo Meds,2027-09-08,18-03-2025,52.0,No,279.0,Shelf 1,111437.24
MED3741,Vitamin C,Capsule,187.0,227.57,Medisupply Co.,2028-07-30,30-09-2025,65.0,Yes,207.0,Rack C,42555.59
MED3742,Omeprazole,Capsule,467.0,67.67,Medisupply Co.,2029-01-09,24-08-2025,70.0,Yes,127.0,Rack B,31601.89
MED3743,Vitamin C,Injection,91.0,405.79,Apollo Meds,2027-08-29,13-10-2025,47.0,No,42.0,Rack C,36926.89
MED3744,Metfromin,Tablet,196.0,135.64,Apollo Meds,2027-01-09,21-02-2025,71.0,No,114.0,Rack C,26585.44
MED3745,Vitamin C,Syrup,457.0,333.15,Healthcare Distributors,2029-09-19,22-03-2025,60.0,No,61.0,Shelf 1,152249.55
MED3746,Dolo 664,Injection,422.0,385.28,Medisupply Co.,2026-04-15,30-12-2025,89.0,No,103.0,Rack C,162588.15999999997
MED3747,Insulin,Tablet,216.0,274.32,Apollo Meds,2028-05-21,13-04-2025,96.0,No,283.0,Rack C,59253.119999999995
MED3748,Paracetamol,Injection,185.0,320.61,Healthcare Distributors,2028-08-04,08-04-2025,98.0,No,157.0,Rack A,59312.850000000006
MED3749,Metfromin,Injection,419.0,144.72,Pharmaplus,2027-12-19,09-11-2025,86.0,Yes,268.0,Shelf 2,60637.68
MED3750,Amoxicillin,Tablet,498.0,317.26,Pharmaplus,2027-04-25,07-02-2025,46.0,No,251.0,Rack B,157995.47999999998
MED3751,Ibuprofen,Syrup,93.0,141.45,Apollo Meds,2026-08-24,28-06-2025,32.0,No,282.0,Shelf 1,13154.849999999999
MED3752,Azithromycin,Capsule,88.0,252.85,Healthcare Distributors,2028-03-07,16-05-2025,19.0,No,263.0,Cold Storage,22250.8
MED3753,Ibuprofen,Syrup,491.0,287.98,Caremed Pvt Ltd,2028-03-15,18-01-2025,49.0,No,282.0,Rack B,141398.18000000002
MED3754,Vitamin C,Capsule,461.0,360.74,Pharmaplus,2026-06-14,29-10-2025,37.0,No,147.0,Rack A,166301.14
MED3755,Cetirizine,Injection,455.0,75.45,Apollo Meds,2027-07-09,13-02-2025,95.0,Yes,109.0,Rack B,34329.75
MED3756,Azithromycin,Injection,470.0,393.85,Caremed Pvt Ltd,2029-02-26,14-10-2025,38.0,Yes,66.0,Shelf 2,185109.5
MED3757,Cetirizine,Tablet,464.0,494.53,Caremed Pvt Ltd,2026-12-23,17-12-2025,22.0,Yes,29.0,Shelf 1,229461.91999999998
MED3758,Paracetamol,Syrup,110.0,32.0,Wellness Pharma,2027-02-17,21-10-2025,54.0,No,43.0,Shelf 1,3520.0
MED3759,Omeprazole,Capsule,324.0,473.42,Wellness Pharma,2029-07-31,05-02-2025,16.0,Yes,243.0,Shelf 1,153388.08000000002
MED3760,Insulin,Syrup,347.0,288.79,Healthcare Distributors,2027-03-03,17-10-2025,42.0,Yes,142.0,Rack C,100210.13
MED3761,Vitamin C,Capsule,284.0,241.66,Healthcare Distributors,2027-12-20,29-09-2025,35.0,Yes,284.0,Rack B,68631.44
MED3762,Omeprazole,Tablet,435.0,201.38,Pharmaplus,2027-01-20,18-02-2025,92.0,No,125.0,Cold Storage,87600.3
MED3763,Vitamin C,Injection,460.0,341.17,Medisupply Co.,2026-08-18,10-04-2025,42.0,Yes,226.0,Cold Storage,156938.2
MED3764,Metfromin,Capsule,40.0,380.3,Caremed Pvt Ltd,2028-02-27,23-06-2025,84.0,Yes,188.0,Shelf 1,15212.0
MED3765,Vitamin C,Tablet,253.0,417.47,Caremed Pvt Ltd,2027-06-11,22-07-2025,91.0,No,245.0,Rack B,105619.91
MED3766,Dolo 665,Capsule,122.0,358.73,Apollo Meds,2026-10-19,07-08-2025,18.0,Yes,25.0,Shelf 2,43765.060000000005
MED3767,Insulin,Syrup,403.0,169.69,Wellness Pharma,2028-04-07,04-04-2025,35.0,No,61.0,Cold Storage,68385.06999999999
MED3768,Azithromycin,Capsule,241.0,319.31,Apollo Meds,2028-08-02,29-01-2025,44.0,Yes,280.0,Rack A,76953.71
MED3769,Ibuprofen,Capsule,17.0,112.14,Apollo Meds,2029-06-19,17-05-2025,43.0,Yes,169.0,Rack C,1906.38
MED3770,Vitamin C,Injection,242.0,420.75,Wellness Pharma,2027-04-01,03-09-2025,69.0,No,261.0,Rack B,101821.5
MED3771,Cetirizine,Tablet,248.0,259.07,Caremed Pvt Ltd,2028-05-04,30-11-2025,20.0,Yes,232.0,Rack A,64249.36
MED3772,Azithromycin,Syrup,397.0,178.49,Healthcare Distributors,2028-07-14,05-06-2025,89.0,Yes,142.0,Cold Storage,70860.53
MED3773,Cetirizine,Injection,119.0,335.7,Medisupply Co.,2027-07-03,15-12-2025,95.0,Yes,179.0,Rack B,39948.299999999996
MED3774,Paracetamol,Tablet,359.0,253.59,Healthcare Distributors,2028-09-11,19-11-2025,95.0,No,186.0,Rack B,91038.81
MED3775,Omeprazole,Injection,261.0,187.91,Wellness Pharma,2029-01-11,03-03-2025,14.0,Yes,64.0,Rack B,49044.51
MED3776,Insulin,Injection,136.0,92.63,Pharmaplus,2027-08-14,30-08-2025,89.0,Yes,233.0,Shelf 1,12597.68
MED3777,Vitamin C,Tablet,221.0,187.45,Medisupply Co.,2028-12-08,22-02-2025,81.0,Yes,168.0,Rack C,41426.45
MED3778,Omeprazole,Syrup,342.0,326.07,Caremed Pvt Ltd,2027-04-05,19-11-2025,31.0,Yes,39.0,Cold Storage,111515.94
MED3779,Vitamin C,Capsule,181.0,33.19,Healthcare Distributors,2026-12-29,02-01-2025,58.0,No,254.0,Shelf 2,6007.389999999999
MED3780,Metfromin,Syrup,170.0,163.9,Healthcare Distributors,2026-04-20,27-08-2025,52.0,No,203.0,Shelf 2,27863.0
MED3781,Vitamin C,Capsule,499.0,443.91,Medisupply Co.,2029-09-13,13-02-2025,32.0,No,23.0,Shelf 1,221511.09000000003
MED3782,Dolo 664,Injection,168.0,188.62,Healthcare Distributors,2027-11-25,17-10-2025,65.0,Yes,267.0,Shelf 2,31688.16
MED3783,Insulin,Injection,378.0,183.36,Pharmaplus,2028-08-25,06-09-2025,90.0,No,65.0,Rack B,69310.08
MED3784,Paracetamol,Tablet,217.0,23.57,Pharmaplus,2027-06-14,20-09-2025,71.0,No,188.0,Shelf 1,5114.6900000000005
MED3785,Metfromin,Syrup,85.0,158.73,Medisupply Co.,2028-03-19,10-12-2025,41.0,Yes,143.0,Rack A,13492.05
MED3786,Amoxicillin,Capsule,172.0,237.53,Medisupply Co.,2026-11-06,05-10-2025,27.0,Yes,188.0,Shelf 1,40855.16
MED3787,Ibuprofen,Syrup,407.0,144.89,Pharmaplus,2028-07-30,30-09-2025,37.0,Yes,63.0,Rack A,58970.229999999996
MED3788,Azithromycin,Capsule,23.0,297.17,Wellness Pharma,2026-11-06,17-10-2025,71.0,No,249.0,Rack C,6834.910000000001
MED3789,Ibuprofen,Tablet,397.0,197.18,Medisupply Co.,2029-04-27,12-10-2025,31.0,No,272.0,Shelf 2,78280.46
MED3790,Vitamin C,Injection,333.0,497.57,Healthcare Distributors,2026-07-16,15-09-2025,27.0,No,209.0,Rack B,165690.81
MED3791,Cetirizine,Capsule,444.0,283.36,Apollo Meds,2029-05-11,05-03-2025,83.0,Yes,249.0,Shelf 1,125811.84000000001
MED3792,Azithromycin,Tablet,359.0,293.94,Pharmaplus,2027-12-11,02-09-2025,52.0,No,85.0,Shelf 1,105524.46
MED3793,Cetirizine,Capsule,301.0,231.91,Medisupply Co.,2028-05-17,08-02-2025,83.0,Yes,283.0,Cold Storage,69804.91
MED3794,Paracetamol,Syrup,366.0,177.14,Healthcare Distributors,2027-05-19,24-06-2025,80.0,No,260.0,Shelf 2,64833.24
MED3795,Omeprazole,Capsule,423.0,164.78,Healthcare Distributors,2027-09-03,13-07-2025,24.0,Yes,123.0,Rack A,69701.94
MED3796,Insulin,Capsule,360.0,264.33,Apollo Meds,2027-06-17,04-01-2025,48.0,Yes,99.0,Cold Storage,95158.79999999999
MED3797,Vitamin C,Injection,61.0,157.27,Pharmaplus,2027-08-09,30-12-2025,72.0,No,202.0,Rack C,9593.470000000001
MED3798,Omeprazole,Tablet,403.0,263.62,Caremed Pvt Ltd,2028-05-28,23-07-2025,18.0,Yes,2.0,Shelf 2,106238.86
MED3799,Vitamin C,Syrup,338.0,244.52,Apollo Meds,2028-09-12,21-01-2025,23.0,Yes,205.0,Cold Storage,82647.76000000001
MED3800,Metfromin,Injection,105.0,150.95,Medisupply Co.,2026-08-05,11-03-2025,41.0,Yes,143.0,Rack B,15849.749999999998
MED3801,Azithromycin,Injection,284.0,128.08,Wellness Pharma,2028-01-16,22-02-2025,24.0,No,241.0,Rack C,36374.72
MED3802,Ibuprofen,Injection,424.0,382.96,Wellness Pharma,2028-11-13,30-04-2025,77.0,Yes,236.0,Shelf 1,162375.03999999998
MED3803,Vitamin C,Tablet,144.0,136.17,Healthcare Distributors,2028-05-01,14-07-2025,64.0,Yes,132.0,Rack B,19608.48
MED3804,Cetirizine,Syrup,461.0,49.61,Pharmaplus,2028-11-17,26-11-2025,47.0,No,275.0,Shelf 2,22870.21
MED3805,Azithromycin,Capsule,421.0,125.38,Medisupply Co.,2027-12-01,28-03-2025,36.0,Yes,283.0,Rack C,52784.979999999996
MED3806,Cetirizine,Tablet,451.0,145.11,Healthcare Distributors,2028-10-28,05-02-2025,10.0,No,88.0,Rack B,65444.61000000001
MED3807,Paracetamol,Capsule,149.0,214.86,Apollo Meds,2029-08-29,21-02-2025,29.0,Yes,36.0,Cold Storage,32014.140000000003
MED3808,Omeprazole,Tablet,107.0,53.32,Apollo Meds,2027-05-16,06-09-2025,88.0,No,41.0,Shelf 1,5705.24
MED3809,Insulin,Injection,397.0,135.01,Healthcare Distributors,2028-03-25,28-10-2025,97.0,Yes,220.0,Shelf 1,53598.969999999994
MED3810,Vitamin C,Capsule,361.0,209.77,Wellness Pharma,2027-04-03,21-01-2025,11.0,Yes,166.0,Shelf 2,75726.97
MED3811,Omeprazole,Injection,172.0,493.05,Medisupply Co.,2028-11-02,20-05-2025,76.0,Yes,275.0,Rack A,84804.6
MED3812,Vitamin C,Capsule,139.0,221.85,Apollo Meds,2028-08-01,05-10-2025,26.0,No,291.0,Cold Storage,30837.149999999998
MED3813,Metformin,Syrup,85.0,405.65,Caremed Pvt Ltd,2028-11-07,05-02-2025,99.0,Yes,5.0,Rack C,34480.25
MED3814,Vitamin C,Capsule,173.0,116.75,Medisupply Co.,2027-03-25,31-01-2025,53.0,Yes,128.0,Rack A,20197.75
MED3815,Cetirizine,Syrup,30.0,493.98,Healthcare Distributors,2028-02-04,18-03-2025,86.0,Yes,219.0,Rack A,14819.400000000001
MED3816,Paracetamol,Tablet,471.0,377.06,Pharmaplus,2027-10-28,25-04-2025,52.0,Yes,74.0,Shelf 2,177595.26
MED3817,Paracetamol,Tablet,407.0,157.23,Caremed Pvt Ltd,2027-04-06,26-10-2025,96.0,Yes,108.0,Rack A,63992.60999999999
MED3818,Dolo 662,Capsule,50.0,179.29,Caremed Pvt Ltd,2026-06-11,10-05-2025,86.0,Yes,164.0,Rack B,8964.5
MED3819,Omeprazole,Syrup,196.0,363.08,Medisupply Co.,2028-06-07,04-02-2025,74.0,Yes,111.0,Shelf 2,71163.68
MED3820,Paracetamol,Tablet,324.0,182.31,Wellness Pharma,2028-01-11,15-08-2025,91.0,No,99.0,Rack A,59068.44
MED3821,Azithromycin,Capsule,34.0,81.57,Healthcare Distributors,2029-09-09,08-02-2025,89.0,Yes,120.0,Rack A,2773.3799999999997
MED3822,Azithromycin,Syrup,327.0,448.69,Healthcare Distributors,2028-10-25,24-09-2025,89.0,No,148.0,Shelf 1,146721.63
MED3823,Paracetamol,Syrup,393.0,153.71,Healthcare Distributors,2028-04-13,26-08-2025,15.0,Yes,243.0,Rack A,60408.030000000006
MED3824,Cetirizine,Capsule,266.0,430.57,Healthcare Distributors,2026-07-07,10-06-2025,60.0,No,50.0,Rack B,114531.62
MED3825,Insulin,Syrup,475.0,121.24,Pharmaplus,2027-04-14,17-06-2025,71.0,No,289.0,Rack A,57589.0
MED3826,Vitamin C,Syrup,411.0,127.26,Pharmaplus,2027-12-20,08-02-2025,37.0,No,86.0,Shelf 1,52303.86
MED3827,Paracetamol,Tablet,276.0,182.23,Healthcare Distributors,2027-01-11,13-12-2025,37.0,Yes,225.0,Shelf 1,50295.479999999996
MED3828,Insulin,Tablet,341.0,494.98,Healthcare Distributors,2028-05-22,22-11-2025,84.0,No,98.0,Shelf 1,168788.18
MED3829,Omeprazole,Tablet,209.0,16.18,Healthcare Distributors,2029-04-10,18-05-2025,95.0,No,14.0,Rack C,3381.62
MED3830,Cetirizine,Syrup,475.0,159.94,Medisupply Co.,2027-05-07,27-04-2025,27.0,No,196.0,Shelf 1,75971.5
MED3831,Metformin,Tablet,140.0,33.78,Medisupply Co.,2028-02-06,11-05-2025,41.0,No,45.0,Rack A,4729.2
MED3832,Amoxicillin,Injection,367.0,386.69,Wellness Pharma,2029-07-27,28-03-2025,89.0,No,259.0,Rack B,141915.23
MED3833,Paracetamol,Syrup,338.0,201.35,Wellness Pharma,2028-12-16,10-10-2025,100.0,No,207.0,Shelf 2,68056.3
MED3834,Paracetamol,Tablet,171.0,216.99,Pharmaplus,2027-09-03,10-08-2025,76.0,Yes,229.0,Rack C,37105.29
MED3835,Paracetamol,Capsule,238.0,488.81,Medisupply Co.,2028-06-04,08-01-2025,73.0,No,17.0,Cold Storage,116336.78
MED3836,Azithromycin,Tablet,401.0,12.19,Apollo Meds,2027-07-18,04-04-2025,65.0,No,75.0,Cold Storage,4888.19
MED3837,Vitamin C,Syrup,459.0,264.82,Medisupply Co.,2029-05-12,07-11-2025,45.0,No,2.0,Rack C,121552.37999999999
MED3838,Insulin,Capsule,120.0,116.13,Caremed Pvt Ltd,2027-07-14,08-12-2025,75.0,No,68.0,Rack A,13935.599999999999
MED3839,Azithromycin,Injection,432.0,201.82,Apollo Meds,2028-01-16,26-09-2025,56.0,No,106.0,Cold Storage,87186.23999999999
MED3840,Azithromycin,Capsule,13.0,456.86,Healthcare Distributors,2027-08-01,04-12-2025,59.0,No,163.0,Cold Storage,5939.18
MED3841,Dolo 650,Syrup,29.0,85.68,Pharmaplus,2027-11-07,17-09-2025,31.0,Yes,7.0,Shelf 1,2484.7200000000003
MED3842,Dolo 650,Syrup,106.0,269.34,Healthcare Distributors,2027-12-22,21-02-2025,43.0,No,256.0,Rack B,28550.039999999997
MED3843,Amoxicillin,Tablet,133.0,128.8,Healthcare Distributors,2027-04-08,13-12-2025,55.0,Yes,99.0,Shelf 1,17130.4
MED3844,Omeprazole,Syrup,445.0,122.21,Pharmaplus,2029-07-16,05-02-2025,66.0,Yes,88.0,Rack A,54383.45
MED3845,Insulin,Injection,247.0,356.95,Apollo Meds,2027-10-23,22-09-2025,98.0,No,77.0,Shelf 2,88166.65
MED3846,Ibuprofen,Tablet,130.0,454.81,Caremed Pvt Ltd,2026-09-22,26-04-2025,13.0,No,50.0,Shelf 1,59125.3
MED3847,Insulin,Syrup,119.0,187.7,Medisupply Co.,2028-01-30,27-08-2025,91.0,Yes,230.0,Cold Storage,22336.3
MED3848,Metformin,Capsule,447.0,364.8,Pharmaplus,2028-11-22,23-12-2025,63.0,Yes,267.0,Rack A,163065.6
MED3849,Metformin,Injection,265.0,283.74,Pharmaplus,2028-04-21,06-06-2025,86.0,Yes,129.0,Shelf 2,75191.1
MED3850,Metformin,Syrup,95.0,77.68,Caremed Pvt Ltd,2027-11-18,27-11-2025,96.0,Yes,7.0,Rack C,7379.6
MED3851,Paracetamol,Syrup,137.0,50.95,Apollo Meds,2026-10-19,16-04-2025,10.0,Yes,126.0,Rack B,6980.150000000001
MED3852,Amoxicillin,Tablet,303.0,225.25,Healthcare Distributors,2026-12-26,16-09-2025,42.0,No,175.0,Shelf 2,68250.75
MED3853,Azithromycin,Syrup,428.0,68.04,Healthcare Distributors,2029-01-02,23-11-2025,54.0,Yes,2.0,Shelf 2,29121.120000000003
MED3854,Cetirizine,Syrup,453.0,432.98,Apollo Meds,2028-07-20,20-10-2025,80.0,No,256.0,Shelf 2,196139.94
MED3855,Omeprazole,Injection,472.0,107.97,Wellness Pharma,2027-03-29,03-06-2025,91.0,No,288.0,Shelf 2,50961.84
MED3856,Insulin,Capsule,375.0,199.19,Healthcare Distributors,2029-06-11,30-10-2025,47.0,Yes,287.0,Shelf 2,74696.25
MED3857,Paracetamol,Syrup,9.0,290.7,Caremed Pvt Ltd,2028-02-19,24-10-2025,96.0,Yes,45.0,Rack A,2616.2999999999997
MED3858,Metformin,Capsule,8.0,246.19,Apollo Meds,2027-03-20,03-06-2025,91.0,No,52.0,Shelf 1,1969.52
MED3859,Dolo 662,Capsule,488.0,185.36,Pharmaplus,2028-06-12,05-01-2025,22.0,No,57.0,Rack C,90455.68000000001
MED3860,Metformin,Tablet,349.0,152.63,Apollo Meds,2027-03-05,10-07-2025,96.0,No,5.0,Shelf 2,53267.869999999995
MED3861,Vitamin C,Syrup,67.0,227.29,Wellness Pharma,2027-02-10,25-01-2025,92.0,Yes,71.0,Cold Storage,15228.43
MED3862,Cetirizine,Syrup,469.0,221.93,Apollo Meds,2028-06-24,01-11-2025,99.0,No,17.0,Shelf 2,104085.17
MED3863,Metformin,Tablet,224.0,103.22,Apollo Meds,2026-06-11,04-11-2025,26.0,No,151.0,Rack B,23121.28
MED3864,Cetirizine,Tablet,67.0,333.12,Wellness Pharma,2026-08-13,07-06-2025,88.0,No,201.0,Rack C,22319.04
MED3865,Paracetamol,Tablet,31.0,328.89,Wellness Pharma,2027-08-11,24-06-2025,94.0,No,176.0,Rack A,10195.59
MED3866,Cetirizine,Tablet,348.0,478.79,Wellness Pharma,2026-09-06,05-04-2025,34.0,No,112.0,Shelf 2,166618.92
MED3867,Vitamin C,Injection,476.0,168.64,Healthcare Distributors,2027-10-16,05-07-2025,52.0,Yes,48.0,Cold Storage,80272.64
MED3868,Amoxicillin,Tablet,205.0,353.24,Wellness Pharma,2028-01-05,05-02-2025,65.0,No,10.0,Rack C,72414.2
MED3869,Insulin,Tablet,123.0,436.83,Pharmaplus,2028-11-08,26-04-2025,81.0,Yes,16.0,Rack A,53730.09
MED3870,Azithromycin,Capsule,379.0,95.49,Caremed Pvt Ltd,2028-10-08,16-10-2025,20.0,No,21.0,Rack A,36190.71
MED3871,Omeprazole,Syrup,113.0,24.97,Wellness Pharma,2027-11-29,13-08-2025,64.0,No,153.0,Shelf 2,2821.6099999999997
MED3872,Azithromycin,Tablet,225.0,393.93,Healthcare Distributors,2027-03-24,16-10-2025,76.0,Yes,105.0,Rack A,88634.25
MED3873,Ibuprofen,Syrup,399.0,465.79,Apollo Meds,2027-09-09,05-12-2025,14.0,No,36.0,Rack A,185850.21000000002
MED3874,Paracetamol,Injection,237.0,244.19,Healthcare Distributors,2028-10-11,22-02-2025,26.0,Yes,229.0,Shelf 1,57873.03
MED3875,Vitamin C,Syrup,177.0,215.84,Wellness Pharma,2027-04-18,25-08-2025,13.0,No,3.0,Cold Storage,38203.68
MED3876,Paracetamol,Capsule,67.0,392.61,Apollo Meds,2028-05-07,10-11-2025,69.0,Yes,253.0,Shelf 1,26304.870000000003
MED3877,Dolo 662,Capsule,465.0,142.53,Apollo Meds,2029-02-28,21-10-2025,93.0,No,134.0,Rack B,66276.45
MED3878,Vitamin C,Syrup,354.0,146.54,Caremed Pvt Ltd,2028-08-19,14-09-2025,97.0,No,235.0,Shelf 2,51875.159999999996
MED3879,Azithromycin,Capsule,39.0,423.28,Apollo Meds,2027-04-28,28-04-2025,53.0,Yes,92.0,Rack A,16507.92
MED3880,Paracetamol,Tablet,426.0,100.47,Apollo Meds,2028-12-01,07-05-2025,78.0,No,184.0,Cold Storage,42800.22
MED3881,Azithromycin,Syrup,499.0,373.64,Apollo Meds,2027-08-06,07-08-2025,51.0,Yes,45.0,Rack B,186446.36
MED3882,Insulin,Tablet,447.0,371.63,Apollo Meds,2029-04-09,09-05-2025,55.0,No,149.0,Shelf 2,166118.61
MED3883,Vitamin C,Capsule,285.0,21.66,Healthcare Distributors,2027-11-27,22-11-2025,84.0,No,26.0,Shelf 2,6173.1
MED3884,Cetirizine,Capsule,403.0,77.77,Apollo Meds,2029-03-06,21-07-2025,62.0,No,73.0,Shelf 2,31341.309999999998
MED3885,Azithromycin,Capsule,366.0,79.74,Caremed Pvt Ltd,2028-05-03,19-04-2025,71.0,Yes,194.0,Shelf 2,29184.839999999997
MED3886,Insulin,Capsule,192.0,115.21,Apollo Meds,2029-02-02,15-12-2025,56.0,Yes,80.0,Rack C,22120.32
MED3887,Omeprazole,Injection,442.0,323.59,Medisupply Co.,2028-09-23,24-11-2025,82.0,Yes,4.0,Shelf 1,143026.78
MED3888,Omeprazole,Injection,133.0,317.59,Healthcare Distributors,2028-06-02,06-11-2025,66.0,No,56.0,Rack A,42239.469999999994
MED3889,Amoxicillin,Syrup,235.0,303.53,Pharmaplus,2028-07-28,19-03-2025,41.0,No,80.0,Shelf 1,71329.54999999999
MED3890,Azithromycin,Injection,432.0,116.31,Wellness Pharma,2027-07-04,12-09-2025,75.0,Yes,37.0,Cold Storage,50245.92
MED3891,Insulin,Tablet,212.0,366.99,Healthcare Distributors,2026-09-16,28-11-2025,40.0,Yes,102.0,Shelf 1,77801.88
MED3892,Metformin,Syrup,143.0,315.94,Wellness Pharma,2027-06-15,02-08-2025,53.0,No,185.0,Cold Storage,45179.42
MED3893,Insulin,Syrup,97.0,302.26,Healthcare Distributors,2027-09-01,24-10-2025,100.0,Yes,111.0,Rack C,29319.219999999998
MED3894,Dolo 662,Capsule,133.0,297.01,Pharmaplus,2028-12-09,30-01-2025,85.0,No,278.0,Shelf 1,39502.33
MED3895,Ibuprofen,Capsule,93.0,49.14,Healthcare Distributors,2028-12-16,02-06-2025,61.0,Yes,132.0,Rack A,4570.02
MED3896,Ibuprofen,Injection,254.0,23.62,Caremed Pvt Ltd,2029-03-25,29-05-2025,69.0,No,104.0,Rack A,5999.4800000000005
MED3897,Metformin,Injection,197.0,61.24,Apollo Meds,2026-12-12,12-12-2025,16.0,Yes,225.0,Rack A,12064.28
MED3898,Dolo 650,Tablet,114.0,47.58,Pharmaplus,2028-08-14,05-08-2025,53.0,No,272.0,Rack B,5424.12
MED3899,Dolo 650,Tablet,99.0,367.25,Healthcare Distributors,2028-02-29,01-08-2025,60.0,No,100.0,Shelf 2,36357.75
MED3900,Cetirizine,Syrup,481.0,181.31,Pharmaplus,2027-08-24,05-04-2025,46.0,Yes,37.0,Shelf 1,87210.11
MED3901,Azithromycin,Injection,135.0,321.35,Wellness Pharma,2027-10-01,25-03-2025,58.0,No,133.0,Rack B,43382.25
MED3902,Ibuprofen,Injection,130.0,402.89,Medisupply Co.,2028-02-10,02-04-2025,100.0,No,176.0,Cold Storage,52375.7
MED3903,Vitamin C,Tablet,140.0,33.25,Apollo Meds,2029-04-30,25-03-2025,92.0,No,190.0,Rack C,4655.0
MED3904,Cetirizine,Syrup,147.0,98.16,Caremed Pvt Ltd,2027-09-07,20-07-2025,22.0,Yes,52.0,Shelf 2,14429.519999999999
MED3905,Azithromycin,Capsule,108.0,52.66,Healthcare Distributors,2029-01-11,07-11-2025,88.0,Yes,235.0,Cold Storage,5687.28
MED3906,Cetirizine,Tablet,93.0,423.31,Healthcare Distributors,2029-01-18,03-05-2025,42.0,Yes,86.0,Cold Storage,39367.83
MED3907,Paracetamol,Capsule,389.0,118.73,Healthcare Distributors,2027-10-04,11-11-2025,45.0,Yes,156.0,Rack A,46185.97
MED3908,Omeprazole,Tablet,223.0,274.0,Apollo Meds,2028-02-02,31-12-2025,57.0,Yes,17.0,Shelf 1,61102.0
MED3909,Insulin,Injection,193.0,114.1,Wellness Pharma,2028-03-14,02-04-2025,98.0,No,267.0,Rack B,22021.3
MED3910,Vitamin C,Capsule,127.0,110.24,Pharmaplus,2026-05-08,02-03-2025,81.0,Yes,160.0,Cold Storage,14000.48
MED3911,Omeprazole,Injection,275.0,440.42,Healthcare Distributors,2028-08-16,26-03-2025,44.0,Yes,203.0,Rack A,121115.5
MED3912,Vitamin C,Capsule,385.0,120.15,Wellness Pharma,2026-08-03,27-01-2025,44.0,Yes,240.0,Shelf 2,46257.75
MED3913,Metfromin,Syrup,29.0,201.81,Caremed Pvt Ltd,2026-10-10,07-06-2025,85.0,No,287.0,Shelf 1,5852.49
MED3914,Vitamin C,Capsule,294.0,189.28,Pharmaplus,2028-09-18,24-07-2025,59.0,No,204.0,Cold Storage,55648.32
MED3915,Dolo 663,Syrup,157.0,410.7,Wellness Pharma,2029-05-25,07-10-2025,50.0,No,199.0,Shelf 2,64479.9
MED3916,Insulin,Tablet,135.0,214.78,Caremed Pvt Ltd,2027-07-06,01-08-2025,78.0,No,186.0,Rack C,28995.3
MED3917,Paracetamol,Tablet,442.0,262.66,Healthcare Distributors,2028-03-01,18-09-2025,77.0,No,258.0,Rack A,116095.72000000002
MED3918,Metfromin,Capsule,241.0,442.03,Caremed Pvt Ltd,2027-03-05,25-04-2025,64.0,Yes,193.0,Cold Storage,106529.23
