Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location,days_to_expiry,Status
MED5541,Vitamin C,Syrup,115.0,455.54,Wellness Pharma,2026-11-28,11-11-2025,86.0,No,38.0,Shelf 1,190.0,Safe
MED5542,Omeprazole,Syrup,329.0,335.14,Caremed Pvt Ltd,2028-02-21,11-06-2025,29.0,Yes,171.0,Rack B,640.0,Safe
MED5543,Vitamin C,Tablet,74.0,123.76,Medisupply Co.,2028-04-01,23-05-2025,74.0,Yes,86.0,Shelf 2,680.0,Safe
MED5544,Metfromin,Syrup,106.0,41.25,Healthcare Distributors,2027-02-05,23-10-2025,76.0,No,17.0,Rack A,259.0,Safe
MED5545,Vitamin C,Injection,405.0,97.14,Pharmaplus,2029-06-01,24-01-2025,54.0,No,251.0,Cold Storage,1106.0,Safe
MED5546,Dolo 670,Tablet,282.0,471.65,Caremed Pvt Ltd,2027-05-29,09-11-2025,73.0,No,9.0,Shelf 1,372.0,Safe
MED5547,Insulin,Syrup,32.0,244.4,Healthcare Distributors,2027-10-04,26-07-2025,66.0,No,98.0,Rack C,500.0,Safe
MED5548,Paracetamol,Capsule,433.0,463.53,Healthcare Distributors,2028-09-05,12-09-2025,13.0,No,238.0,Rack A,837.0,Safe
MED5549,Metfromin,Injection,291.0,85.7,Medisupply Co.,2028-11-16,02-12-2025,62.0,Yes,251.0,Cold Storage,909.0,Safe
MED5550,Amoxicillin,Syrup,209.0,388.37,Medisupply Co.,2028-05-20,13-05-2025,99.0,Yes,31.0,Cold Storage,729.0,Safe
MED5551,Ibuprofen,Syrup,218.0,75.87,Healthcare Distributors,2029-05-21,14-01-2025,99.0,Yes,9.0,Shelf 1,1095.0,Safe
MED5552,Azithromycin,Tablet,456.0,32.65,Apollo Meds,2027-06-29,16-12-2025,55.0,Yes,63.0,Rack A,403.0,Safe
MED5553,Ibuprofen,Syrup,134.0,334.2,Caremed Pvt Ltd,2028-03-01,24-05-2025,83.0,Yes,240.0,Rack B,649.0,Safe
MED5554,Vitamin C,Syrup,285.0,157.22,Wellness Pharma,2029-03-11,29-05-2025,59.0,No,149.0,Rack A,1024.0,Safe
MED5555,Cetirizine,Injection,421.0,275.43,Healthcare Distributors,2029-01-23,29-04-2025,38.0,Yes,37.0,Rack C,977.0,Safe
MED5556,Azithromycin,Capsule,10.0,223.54,Wellness Pharma,2029-09-27,01-03-2025,12.0,Yes,220.0,Rack A,1224.0,Safe
MED5557,Cetirizine,Syrup,308.0,104.28,Healthcare Distributors,2027-10-12,18-11-2025,99.0,No,189.0,Shelf 2,508.0,Safe
MED5558,Paracetamol,Capsule,435.0,15.06,Medisupply Co.,2028-07-27,21-06-2025,91.0,No,233.0,Shelf 1,797.0,Safe
MED5559,Omeprazole,Capsule,400.0,307.89,Pharmaplus,2028-05-13,08-10-2025,20.0,No,209.0,Cold Storage,722.0,Safe
MED5560,Insulin,Tablet,84.0,22.8,Healthcare Distributors,2027-09-16,17-01-2025,59.0,No,187.0,Rack A,482.0,Safe
MED5561,Vitamin C,Syrup,238.0,43.49,Healthcare Distributors,2026-08-01,14-05-2025,62.0,Yes,18.0,Rack C,71.0,Warning
MED5562,Omeprazole,Syrup,424.0,13.36,Pharmaplus,2028-08-07,06-02-2025,25.0,Yes,266.0,Rack B,808.0,Safe
MED5563,Vitamin C,Tablet,453.0,491.57,Apollo Meds,2028-07-16,30-01-2025,59.0,Yes,48.0,Shelf 1,786.0,Safe
MED5564,Metfromin,Tablet,364.0,103.52,Healthcare Distributors,2029-06-29,12-03-2025,62.0,No,136.0,Shelf 2,1134.0,Safe
MED5565,Vitamin C,Tablet,340.0,156.46,Medisupply Co.,2028-11-28,09-08-2025,59.0,No,232.0,Rack B,921.0,Safe
MED5566,Dolo 671,Tablet,404.0,431.94,Pharmaplus,2028-05-29,13-08-2025,26.0,No,253.0,Shelf 1,738.0,Safe
MED5567,Insulin,Injection,330.0,79.83,Wellness Pharma,2028-04-07,01-03-2025,32.0,Yes,15.0,Rack A,686.0,Safe
MED5568,Azithromycin,Tablet,207.0,15.72,Pharmaplus,2028-01-10,02-01-2025,18.0,No,155.0,Rack B,598.0,Safe
MED5569,Ibuprofen,Tablet,459.0,48.21,Healthcare Distributors,2027-08-28,17-03-2025,21.0,Yes,267.0,Rack C,463.0,Safe
MED5570,Vitamin C,Capsule,362.0,427.63,Pharmaplus,2028-10-30,24-07-2025,28.0,Yes,121.0,Rack A,892.0,Safe
MED5571,Cetirizine,Syrup,49.0,331.76,Medisupply Co.,2027-04-21,27-04-2025,34.0,Yes,182.0,Shelf 1,334.0,Safe
MED5572,Azithromycin,Tablet,337.0,49.58,Medisupply Co.,2028-05-15,11-02-2025,42.0,No,124.0,Rack B,724.0,Safe
MED5573,Cetirizine,Syrup,483.0,14.46,Caremed Pvt Ltd,2028-06-04,17-09-2025,78.0,Yes,66.0,Rack C,744.0,Safe
MED5574,Paracetamol,Injection,49.0,393.46,Wellness Pharma,2028-05-23,20-04-2025,46.0,Yes,266.0,Rack A,732.0,Safe
MED5575,Omeprazole,Syrup,98.0,488.65,Healthcare Distributors,2028-03-07,22-05-2025,27.0,Yes,5.0,Rack A,655.0,Safe
MED5576,Insulin,Capsule,188.0,155.74,Pharmaplus,2029-08-04,10-10-2025,20.0,Yes,275.0,Rack C,1170.0,Safe
MED5577,Vitamin C,Capsule,44.0,163.03,Medisupply Co.,2029-06-23,15-09-2025,90.0,Yes,15.0,Shelf 2,1128.0,Safe
MED5578,Omeprazole,Syrup,277.0,469.04,Pharmaplus,2029-03-25,27-07-2025,84.0,No,77.0,Cold Storage,1038.0,Safe
MED5579,Vitamin C,Capsule,466.0,494.22,Pharmaplus,2028-09-04,26-04-2025,91.0,No,71.0,Shelf 1,836.0,Safe
MED5580,Metfromin,Tablet,92.0,217.06,Apollo Meds,2027-09-04,03-06-2025,94.0,No,213.0,Rack C,470.0,Safe
MED5581,Vitamin C,Syrup,259.0,460.27,Wellness Pharma,2029-07-28,24-08-2025,78.0,Yes,269.0,Shelf 2,1163.0,Safe
MED5582,Dolo 670,Tablet,11.0,186.72,Healthcare Distributors,2026-10-08,19-11-2025,66.0,Yes,279.0,Rack A,139.0,Safe
MED5583,Insulin,Capsule,385.0,116.78,Caremed Pvt Ltd,2029-05-06,07-10-2025,99.0,No,53.0,Rack B,1080.0,Safe
MED5584,Paracetamol,Capsule,231.0,23.52,Pharmaplus,2028-04-04,08-07-2025,85.0,No,89.0,Cold Storage,683.0,Safe
MED5585,Metfromin,Capsule,30.0,18.51,Healthcare Distributors,2026-07-31,23-09-2025,35.0,Yes,141.0,Cold Storage,70.0,Warning
MED5586,Amoxicillin,Capsule,205.0,10.55,Caremed Pvt Ltd,2028-01-04,25-06-2025,27.0,No,131.0,Cold Storage,592.0,Safe
MED5587,Ibuprofen,Injection,29.0,19.32,Apollo Meds,2028-12-12,24-02-2025,17.0,No,231.0,Rack A,935.0,Safe
MED5588,Azithromycin,Injection,280.0,142.43,Medisupply Co.,2026-11-25,09-01-2025,29.0,Yes,229.0,Shelf 1,187.0,Safe
MED5589,Ibuprofen,Syrup,35.0,90.16,Medisupply Co.,2027-11-06,23-06-2025,17.0,Yes,58.0,Rack B,533.0,Safe
MED5590,Vitamin C,Injection,151.0,187.66,Pharmaplus,2029-04-01,24-01-2025,54.0,Yes,261.0,Shelf 2,1045.0,Safe
MED5591,Cetirizine,Tablet,428.0,24.22,Apollo Meds,2028-08-16,15-07-2025,86.0,No,225.0,Shelf 2,817.0,Safe
MED5592,Azithromycin,Syrup,305.0,404.0,Apollo Meds,2027-06-24,13-11-2025,98.0,No,298.0,Rack A,398.0,Safe
MED5593,Cetirizine,Syrup,358.0,197.51,Medisupply Co.,2029-01-17,16-06-2025,89.0,Yes,169.0,Shelf 1,971.0,Safe
MED5594,Paracetamol,Capsule,91.0,12.88,Wellness Pharma,2028-02-03,31-03-2025,15.0,No,143.0,Rack B,622.0,Safe
MED5595,Omeprazole,Capsule,158.0,476.36,Pharmaplus,2027-12-17,14-05-2025,55.0,Yes,89.0,Shelf 2,574.0,Safe
MED5596,Insulin,Injection,274.0,224.43,Healthcare Distributors,2028-04-29,05-05-2025,29.0,No,121.0,Shelf 1,708.0,Safe
MED5597,Vitamin C,Injection,152.0,38.39,Pharmaplus,2028-04-22,22-04-2025,50.0,No,208.0,Rack C,701.0,Safe
MED5598,Omeprazole,Tablet,266.0,235.11,Caremed Pvt Ltd,2029-05-28,23-12-2025,36.0,Yes,37.0,Rack C,1102.0,Safe
MED5599,Vitamin C,Tablet,313.0,464.03,Caremed Pvt Ltd,2029-08-11,03-06-2025,67.0,No,147.0,Rack C,1177.0,Safe
MED5600,Metfromin,Syrup,251.0,329.12,Healthcare Distributors,2027-04-29,29-10-2025,81.0,No,277.0,Rack B,342.0,Safe
MED5601,Azithromycin,Injection,461.0,104.92,Medisupply Co.,2026-10-28,01-05-2025,94.0,Yes,137.0,Shelf 1,159.0,Safe
MED5602,Ibuprofen,Injection,183.0,25.98,Medisupply Co.,2027-03-31,05-03-2025,98.0,Yes,220.0,Rack A,313.0,Safe
MED5603,Vitamin C,Tablet,413.0,327.17,Healthcare Distributors,2029-04-30,13-04-2025,98.0,Yes,29.0,Rack A,1074.0,Safe
MED5604,Cetirizine,Syrup,351.0,143.89,Apollo Meds,2026-02-19,15-09-2025,51.0,Yes,41.0,Rack A,-92.0,Expired
MED5605,Azithromycin,Capsule,164.0,286.32,Caremed Pvt Ltd,2028-08-08,18-01-2025,83.0,No,170.0,Rack C,809.0,Safe
MED5606,Cetirizine,Syrup,41.0,169.5,Healthcare Distributors,2029-04-08,21-07-2025,96.0,No,92.0,Shelf 2,1052.0,Safe
MED5607,Paracetamol,Capsule,138.0,76.07,Wellness Pharma,2028-03-28,26-06-2025,88.0,No,38.0,Rack B,676.0,Safe
MED5608,Omeprazole,Tablet,212.0,479.35,Healthcare Distributors,2029-07-19,18-03-2025,46.0,Yes,138.0,Cold Storage,1154.0,Safe
MED5609,Insulin,Injection,169.0,297.13,Healthcare Distributors,2027-10-07,23-09-2025,93.0,Yes,104.0,Rack B,503.0,Safe
MED5610,Vitamin C,Capsule,402.0,484.28,Caremed Pvt Ltd,2027-05-14,23-03-2025,57.0,No,208.0,Rack C,357.0,Safe
MED5611,Omeprazole,Tablet,280.0,15.83,Pharmaplus,2029-04-01,23-08-2025,56.0,Yes,35.0,Rack B,1045.0,Safe
MED5612,Vitamin C,Capsule,189.0,256.23,Medisupply Co.,2026-08-14,09-04-2025,96.0,Yes,71.0,Shelf 2,84.0,Warning
MED5613,Metformin,Syrup,9.0,100.14,Medisupply Co.,2028-07-23,21-07-2025,93.0,No,270.0,Cold Storage,793.0,Safe
MED5614,Vitamin C,Capsule,390.0,22.87,Caremed Pvt Ltd,2029-09-17,16-12-2025,39.0,No,240.0,Shelf 2,1214.0,Safe
MED5615,Cetirizine,Capsule,389.0,232.91,Medisupply Co.,2028-12-09,03-12-2025,43.0,Yes,81.0,Rack C,932.0,Safe
MED5616,Paracetamol,Injection,422.0,257.42,Caremed Pvt Ltd,2028-01-26,06-12-2025,73.0,No,254.0,Rack A,614.0,Safe
MED5617,Paracetamol,Tablet,456.0,288.84,Medisupply Co.,2028-01-06,22-05-2025,52.0,Yes,34.0,Shelf 2,594.0,Safe
MED5618,Dolo 668,Syrup,145.0,236.05,Apollo Meds,2027-04-07,20-07-2025,36.0,Yes,261.0,Rack A,320.0,Safe
MED5619,Omeprazole,Injection,497.0,383.73,Apollo Meds,2029-04-23,11-03-2025,21.0,Yes,131.0,Shelf 1,1067.0,Safe
MED5620,Paracetamol,Tablet,342.0,158.21,Healthcare Distributors,2029-06-10,02-07-2025,61.0,Yes,256.0,Cold Storage,1115.0,Safe
MED5621,Azithromycin,Injection,9.0,205.24,Healthcare Distributors,2027-05-09,14-10-2025,37.0,Yes,276.0,Cold Storage,352.0,Safe
MED5622,Azithromycin,Injection,54.0,375.39,Pharmaplus,2027-03-20,15-01-2025,51.0,No,19.0,Rack A,302.0,Safe
MED5623,Paracetamol,Tablet,308.0,421.98,Healthcare Distributors,2028-11-02,25-08-2025,60.0,No,131.0,Rack C,895.0,Safe
MED5624,Cetirizine,Syrup,356.0,410.52,Pharmaplus,2029-01-06,06-11-2025,99.0,No,9.0,Rack C,960.0,Safe
MED5625,Insulin,Capsule,306.0,459.41,Caremed Pvt Ltd,2027-05-27,11-11-2025,63.0,Yes,26.0,Rack C,370.0,Safe
MED5626,Vitamin C,Syrup,334.0,398.68,Caremed Pvt Ltd,2028-01-20,08-09-2025,81.0,No,185.0,Cold Storage,608.0,Safe
MED5627,Paracetamol,Capsule,161.0,202.49,Medisupply Co.,2028-11-27,11-04-2025,45.0,No,188.0,Rack B,920.0,Safe
MED5628,Insulin,Injection,492.0,150.63,Medisupply Co.,2028-10-01,13-01-2025,46.0,No,241.0,Shelf 1,863.0,Safe
MED5629,Omeprazole,Injection,238.0,166.6,Wellness Pharma,2028-12-17,08-07-2025,15.0,Yes,194.0,Cold Storage,940.0,Safe
MED5630,Cetirizine,Tablet,227.0,297.67,Caremed Pvt Ltd,2027-08-04,21-05-2025,60.0,Yes,172.0,Shelf 2,439.0,Safe
MED5631,Metformin,Syrup,498.0,30.41,Healthcare Distributors,2027-04-24,23-11-2025,64.0,No,252.0,Rack A,337.0,Safe
MED5632,Amoxicillin,Capsule,109.0,109.94,Medisupply Co.,2028-10-06,07-02-2025,92.0,No,163.0,Cold Storage,868.0,Safe
MED5633,Paracetamol,Syrup,381.0,94.47,Apollo Meds,2027-07-28,13-03-2025,91.0,Yes,147.0,Rack B,432.0,Safe
MED5634,Paracetamol,Capsule,116.0,13.44,Apollo Meds,2027-12-30,02-08-2025,83.0,Yes,20.0,Cold Storage,587.0,Safe
MED5635,Paracetamol,Tablet,339.0,155.24,Apollo Meds,2028-01-19,11-12-2025,30.0,No,288.0,Shelf 2,607.0,Safe
MED5636,Azithromycin,Injection,185.0,274.58,Pharmaplus,2026-10-10,03-05-2025,83.0,No,145.0,Rack C,141.0,Safe
MED5637,Vitamin C,Capsule,198.0,410.67,Pharmaplus,2029-05-04,13-08-2025,37.0,No,39.0,Shelf 1,1078.0,Safe
MED5638,Insulin,Tablet,142.0,313.69,Apollo Meds,2026-06-17,28-11-2025,46.0,Yes,79.0,Shelf 1,26.0,Critical
MED5639,Azithromycin,Capsule,184.0,406.5,Apollo Meds,2026-12-16,12-03-2025,40.0,No,136.0,Rack A,208.0,Safe
MED5640,Azithromycin,Syrup,254.0,47.77,Medisupply Co.,2026-12-07,28-09-2025,48.0,No,78.0,Rack A,199.0,Safe
MED5641,Dolo 650,Capsule,478.0,157.51,Caremed Pvt Ltd,2028-02-06,07-08-2025,64.0,No,66.0,Shelf 2,625.0,Safe
MED5642,Dolo 650,Capsule,52.0,460.85,Caremed Pvt Ltd,2027-10-21,03-01-2025,73.0,No,193.0,Cold Storage,517.0,Safe
MED5643,Amoxicillin,Injection,168.0,204.58,Pharmaplus,2028-10-10,12-03-2025,24.0,No,294.0,Rack A,872.0,Safe
MED5644,Omeprazole,Tablet,33.0,387.94,Caremed Pvt Ltd,2028-02-25,31-10-2025,51.0,Yes,251.0,Rack B,644.0,Safe
MED5645,Insulin,Syrup,32.0,32.55,Caremed Pvt Ltd,2027-05-21,28-06-2025,86.0,No,224.0,Rack B,364.0,Safe
MED5646,Ibuprofen,Injection,329.0,32.77,Medisupply Co.,2029-02-05,26-09-2025,40.0,Yes,263.0,Rack C,990.0,Safe
MED5647,Insulin,Tablet,420.0,340.2,Healthcare Distributors,2027-07-11,03-08-2025,65.0,No,139.0,Rack B,415.0,Safe
MED5648,Metformin,Injection,87.0,238.97,Wellness Pharma,2028-03-13,21-03-2025,73.0,Yes,113.0,Rack B,661.0,Safe
MED5649,Metformin,Injection,351.0,327.57,Healthcare Distributors,2027-04-07,03-12-2025,12.0,No,199.0,Shelf 2,320.0,Safe
MED5650,Metformin,Tablet,427.0,355.5,Medisupply Co.,2029-08-30,23-05-2025,47.0,Yes,240.0,Shelf 1,1196.0,Safe
MED5651,Paracetamol,Syrup,209.0,243.15,Apollo Meds,2028-01-19,20-10-2025,21.0,No,265.0,Shelf 1,607.0,Safe
MED5652,Amoxicillin,Capsule,449.0,32.45,Caremed Pvt Ltd,2029-01-09,19-02-2025,98.0,No,74.0,Shelf 1,963.0,Safe
MED5653,Azithromycin,Syrup,177.0,157.35,Pharmaplus,2028-04-24,01-03-2025,82.0,No,11.0,Shelf 1,703.0,Safe
MED5654,Cetirizine,Capsule,398.0,25.87,Pharmaplus,2028-11-17,27-01-2025,85.0,No,154.0,Rack B,910.0,Safe
MED5655,Omeprazole,Injection,164.0,155.42,Pharmaplus,2027-01-23,22-06-2025,32.0,No,262.0,Rack B,246.0,Safe
MED5656,Insulin,Injection,472.0,416.17,Medisupply Co.,2028-04-07,06-07-2025,12.0,No,188.0,Shelf 1,686.0,Safe
MED5657,Paracetamol,Tablet,298.0,113.94,Medisupply Co.,2026-10-15,09-04-2025,99.0,No,100.0,Cold Storage,146.0,Safe
MED5658,Metformin,Syrup,400.0,67.08,Wellness Pharma,2028-11-19,17-08-2025,86.0,Yes,81.0,Rack A,912.0,Safe
MED5659,Dolo 668,Capsule,253.0,35.42,Caremed Pvt Ltd,2028-09-01,13-06-2025,62.0,No,39.0,Shelf 1,833.0,Safe
MED5660,Metformin,Syrup,113.0,354.28,Apollo Meds,2026-10-25,13-06-2025,57.0,Yes,243.0,Rack C,156.0,Safe
MED5661,Vitamin C,Capsule,484.0,170.58,Healthcare Distributors,2027-01-28,15-09-2025,72.0,Yes,18.0,Rack C,251.0,Safe
MED5662,Cetirizine,Tablet,318.0,424.51,Apollo Meds,2026-09-18,03-04-2025,41.0,Yes,29.0,Shelf 2,119.0,Safe
MED5663,Metformin,Injection,395.0,180.94,Apollo Meds,2029-11-17,30-08-2025,67.0,Yes,197.0,Shelf 1,1275.0,Safe
MED5664,Cetirizine,Capsule,377.0,451.68,Wellness Pharma,2027-05-23,23-11-2025,82.0,No,235.0,Shelf 2,366.0,Safe
MED5665,Paracetamol,Tablet,243.0,237.05,Wellness Pharma,2028-05-04,20-03-2025,28.0,Yes,198.0,Cold Storage,713.0,Safe
MED5666,Cetirizine,Capsule,433.0,15.28,Healthcare Distributors,2028-10-09,11-05-2025,34.0,No,238.0,Rack C,871.0,Safe
MED5667,Vitamin C,Syrup,35.0,312.68,Pharmaplus,2027-09-12,29-06-2025,59.0,No,5.0,Shelf 2,478.0,Safe
MED5668,Amoxicillin,Capsule,401.0,414.91,Pharmaplus,2028-04-28,02-12-2025,64.0,Yes,87.0,Shelf 1,707.0,Safe
MED5669,Insulin,Capsule,307.0,381.2,Wellness Pharma,2027-08-17,29-05-2025,64.0,Yes,72.0,Shelf 2,452.0,Safe
MED5670,Azithromycin,Injection,87.0,248.72,Healthcare Distributors,2028-12-15,04-06-2025,94.0,No,55.0,Rack C,938.0,Safe
MED5671,Omeprazole,Tablet,51.0,152.36,Pharmaplus,2028-03-04,26-07-2025,40.0,Yes,207.0,Rack A,652.0,Safe
MED5672,Azithromycin,Syrup,152.0,463.36,Pharmaplus,2029-08-06,28-07-2025,64.0,Yes,241.0,Shelf 2,1172.0,Safe
MED5673,Ibuprofen,Injection,399.0,107.39,Wellness Pharma,2028-09-12,26-08-2025,42.0,Yes,99.0,Shelf 2,844.0,Safe
MED5674,Paracetamol,Tablet,149.0,188.35,Wellness Pharma,2029-09-01,02-12-2025,31.0,Yes,57.0,Rack A,1198.0,Safe
MED5675,Vitamin C,Injection,441.0,205.96,Apollo Meds,2027-04-03,25-11-2025,66.0,No,173.0,Rack C,316.0,Safe
MED5676,Paracetamol,Injection,200.0,417.56,Apollo Meds,2027-04-24,01-04-2025,41.0,No,75.0,Rack C,337.0,Safe
MED5677,Dolo 668,Tablet,150.0,97.53,Wellness Pharma,2027-08-12,11-05-2025,70.0,No,300.0,Rack B,447.0,Safe
MED5678,Vitamin C,Syrup,147.0,402.47,Pharmaplus,2029-02-14,20-09-2025,76.0,Yes,242.0,Shelf 2,999.0,Safe
MED5679,Azithromycin,Capsule,97.0,303.48,Pharmaplus,2026-09-28,14-07-2025,95.0,No,288.0,Shelf 1,129.0,Safe
MED5680,Paracetamol,Syrup,415.0,142.88,Apollo Meds,2027-02-01,20-09-2025,53.0,Yes,99.0,Rack A,255.0,Safe
MED5681,Azithromycin,Capsule,376.0,37.02,Healthcare Distributors,2026-09-17,27-02-2025,67.0,No,65.0,Shelf 1,118.0,Safe
MED5682,Insulin,Injection,77.0,334.3,Caremed Pvt Ltd,2028-09-24,18-07-2025,68.0,Yes,198.0,Rack A,856.0,Safe
MED5683,Vitamin C,Injection,48.0,95.86,Apollo Meds,2026-08-24,01-07-2025,93.0,Yes,96.0,Rack C,94.0,Safe
MED5684,Cetirizine,Tablet,441.0,344.89,Pharmaplus,2026-10-19,05-04-2025,68.0,No,55.0,Shelf 1,150.0,Safe
MED5685,Azithromycin,Syrup,377.0,363.48,Pharmaplus,2028-09-30,26-03-2025,51.0,Yes,169.0,Shelf 1,862.0,Safe
MED5686,Insulin,Capsule,270.0,402.26,Wellness Pharma,2026-07-17,25-11-2025,94.0,No,53.0,Rack C,56.0,Warning
MED5687,Omeprazole,Syrup,148.0,189.3,Healthcare Distributors,2028-03-03,23-04-2025,44.0,Yes,228.0,Cold Storage,651.0,Safe
MED5688,Omeprazole,Capsule,172.0,90.44,Medisupply Co.,2028-09-28,12-02-2025,63.0,No,133.0,Rack C,860.0,Safe
MED5689,Amoxicillin,Tablet,368.0,118.2,Pharmaplus,2028-04-28,25-11-2025,31.0,Yes,140.0,Rack A,707.0,Safe
MED5690,Azithromycin,Injection,151.0,174.02,Wellness Pharma,2028-11-12,04-11-2025,88.0,No,132.0,Rack C,905.0,Safe
MED5691,Insulin,Capsule,468.0,465.07,Healthcare Distributors,2026-09-07,16-07-2025,41.0,No,97.0,Cold Storage,108.0,Safe
MED5692,Metformin,Tablet,330.0,65.45,Caremed Pvt Ltd,2029-01-07,26-05-2025,28.0,Yes,258.0,Rack A,961.0,Safe
MED5693,Insulin,Capsule,91.0,494.37,Wellness Pharma,2028-03-15,15-05-2025,51.0,Yes,176.0,Shelf 2,663.0,Safe
MED5694,Dolo 668,Syrup,68.0,406.75,Healthcare Distributors,2028-08-19,27-09-2025,74.0,Yes,152.0,Rack A,820.0,Safe
MED5695,Ibuprofen,Capsule,411.0,411.3,Apollo Meds,2028-07-12,25-08-2025,99.0,No,174.0,Rack B,782.0,Safe
MED5696,Ibuprofen,Capsule,247.0,233.42,Caremed Pvt Ltd,2029-09-21,19-07-2025,20.0,Yes,91.0,Shelf 2,1218.0,Safe
MED5697,Metformin,Injection,178.0,423.39,Healthcare Distributors,2028-06-17,26-12-2025,83.0,Yes,176.0,Cold Storage,757.0,Safe
MED5698,Dolo 650,Tablet,439.0,329.18,Wellness Pharma,2028-05-17,03-12-2025,66.0,No,30.0,Shelf 1,726.0,Safe
MED5699,Dolo 650,Syrup,490.0,122.88,Apollo Meds,2029-02-13,05-02-2025,83.0,Yes,299.0,Shelf 1,998.0,Safe
MED5700,Cetirizine,Injection,227.0,221.64,Apollo Meds,2028-05-10,22-04-2025,84.0,Yes,192.0,Rack A,719.0,Safe
MED5701,Azithromycin,Injection,374.0,430.71,Pharmaplus,2028-05-28,16-06-2025,33.0,No,108.0,Rack C,737.0,Safe
MED5702,Ibuprofen,Injection,160.0,378.54,Wellness Pharma,2029-02-15,18-07-2025,17.0,No,172.0,Rack B,1000.0,Safe
MED5703,Vitamin C,Tablet,162.0,222.75,Wellness Pharma,2027-03-19,01-04-2025,88.0,Yes,16.0,Shelf 2,301.0,Safe
MED5704,Cetirizine,Syrup,478.0,311.21,Pharmaplus,2028-12-25,13-11-2025,33.0,Yes,173.0,Shelf 2,948.0,Safe
MED5705,Azithromycin,Capsule,212.0,493.42,Healthcare Distributors,2027-12-04,26-08-2025,11.0,Yes,282.0,Rack A,561.0,Safe
MED5706,Cetirizine,Syrup,383.0,243.96,Pharmaplus,2026-06-06,14-03-2025,88.0,Yes,296.0,Rack C,15.0,Critical
MED5707,Paracetamol,Capsule,8.0,223.65,Caremed Pvt Ltd,2027-12-19,31-01-2025,73.0,No,126.0,Rack A,576.0,Safe
MED5708,Omeprazole,Tablet,57.0,484.35,Caremed Pvt Ltd,2028-04-11,18-01-2025,60.0,No,213.0,Cold Storage,690.0,Safe
MED5709,Insulin,Injection,76.0,56.3,Apollo Meds,2027-06-22,16-07-2025,41.0,No,103.0,Rack C,396.0,Safe
MED5710,Vitamin C,Capsule,49.0,206.2,Caremed Pvt Ltd,2027-10-29,29-12-2025,43.0,No,236.0,Rack C,525.0,Safe
MED5711,Omeprazole,Tablet,201.0,65.29,Wellness Pharma,2029-04-16,08-09-2025,46.0,No,101.0,Rack B,1060.0,Safe
MED5712,Vitamin C,Capsule,86.0,412.83,Apollo Meds,2029-04-04,23-04-2025,53.0,Yes,45.0,Shelf 2,1048.0,Safe
MED5713,Metfromin,Syrup,211.0,232.01,Wellness Pharma,2028-01-28,16-08-2025,31.0,No,280.0,Shelf 2,616.0,Safe
MED5714,Vitamin C,Capsule,196.0,43.3,Apollo Meds,2027-09-18,07-12-2025,27.0,Yes,91.0,Cold Storage,484.0,Safe
MED5715,Dolo 669,Capsule,175.0,413.86,Caremed Pvt Ltd,2026-08-13,22-12-2025,75.0,Yes,69.0,Shelf 2,83.0,Warning
MED5716,Insulin,Injection,157.0,264.82,Wellness Pharma,2027-03-27,10-02-2025,62.0,Yes,221.0,Rack C,309.0,Safe
MED5717,Paracetamol,Tablet,450.0,253.05,Healthcare Distributors,2027-08-20,09-03-2025,23.0,Yes,80.0,Rack A,455.0,Safe
MED5718,Metfromin,Syrup,87.0,267.16,Pharmaplus,2029-03-05,14-12-2025,33.0,Yes,234.0,Shelf 1,1018.0,Safe
MED5719,Amoxicillin,Injection,165.0,249.38,Apollo Meds,2027-10-24,04-12-2025,77.0,No,297.0,Rack A,520.0,Safe
MED5720,Ibuprofen,Tablet,144.0,17.44,Apollo Meds,2026-12-07,17-08-2025,88.0,No,105.0,Shelf 2,199.0,Safe
MED5721,Azithromycin,Injection,133.0,290.21,Pharmaplus,2028-11-20,07-03-2025,73.0,No,34.0,Rack A,913.0,Safe
MED5722,Ibuprofen,Injection,171.0,128.2,Healthcare Distributors,2028-01-29,27-06-2025,100.0,No,211.0,Shelf 1,617.0,Safe
MED5723,Vitamin C,Tablet,106.0,260.93,Caremed Pvt Ltd,2026-06-17,27-05-2025,56.0,No,279.0,Shelf 2,26.0,Critical
MED5724,Cetirizine,Syrup,406.0,346.66,Medisupply Co.,2028-07-20,14-02-2025,12.0,Yes,46.0,Shelf 2,790.0,Safe
MED5725,Azithromycin,Capsule,231.0,100.07,Medisupply Co.,2027-05-19,31-01-2025,93.0,Yes,118.0,Shelf 1,362.0,Safe
MED5726,Cetirizine,Syrup,332.0,453.2,Medisupply Co.,2026-11-22,31-10-2025,87.0,Yes,186.0,Rack C,184.0,Safe
MED5727,Paracetamol,Capsule,438.0,262.49,Medisupply Co.,2027-07-10,05-11-2025,39.0,Yes,74.0,Rack B,414.0,Safe
MED5728,Omeprazole,Injection,196.0,119.77,Pharmaplus,2027-05-03,05-11-2025,13.0,Yes,245.0,Cold Storage,346.0,Safe
MED5729,Insulin,Injection,406.0,75.86,Apollo Meds,2027-08-15,12-03-2025,46.0,No,289.0,Cold Storage,450.0,Safe
MED5730,Vitamin C,Tablet,63.0,429.88,Caremed Pvt Ltd,2029-06-18,20-02-2025,46.0,Yes,29.0,Shelf 2,1123.0,Safe
